0.200215097,0.026021645
0.200215097,0.023395017
0.200215097,0.021033521
0.200215097,0.018910395
0.200215097,0.017001577
0.200215097,0.015285436
0.200215097,0.013742522
0.200215097,0.01235535
0.200215097,0.0111082
0.200215097,0.009986937
0.200215097,0.008978854
0.200215097,0.008072527
0.200215097,0.007257686
0.200215097,0.006525094
0.200215097,0.00586645
0.200215097,0.00527429
0.200215097,0.004741902
0.200215097,0.004263254
0.200215097,0.003832921
0.200215097,0.003446025
0.200215097,0.003098183
0.200215097,0.002785452
0.200215097,0.002504288
0.200215097,0.002251505
0.200215097,0.002024238
0.200215097,0.001819911
0.200215097,0.001636209
0.200215097,0.00147105
0.204616054,0.001276568
0.201096058,0.001148107
0.222463357,0.001239131
0.234302073,0.001094607
0.240886916,0.000971074
0.253209479,0.000892269
0.276086235,0.000965393
0.289509385,0.000916883
0.290757195,0.000816409
0.306754332,0.000748022
0.32919126,0.000845693
0.359709404,0.000856841
0.383677334,0.000980464
0.418628193,0.000835861
0.417055764,0.000771307
0.442383448,0.001031204
0.43796622,0.00089622
0.451352006,0.001193959
0.46252863,0.001332714
0.474236899,0.001453558
0.496499468,0.001202345
0.49401446,0.001405848
0.502586655,0.001030221
0.513388694,0.000899111
0.533575239,0.000801259
0.530630512,0.000733708
0.555374525,0.000976945
0.565686855,0.001132955
0.594328925,0.001257103
0.640084169,0.001188428
0.661482182,0.001075561
0.697225144,0.001389812
0.680235041,0.00122614
0.723617325,0.001512525
0.750156668,0.001352751
0.781207822,0.001191302
0.785077793,0.001058946
0.80017924,0.000973544
0.851705828,0.001405555
0.827265568,0.001201982
0.852549708,0.001630326
0.916801137,0.0013553
0.931964162,0.001236373
0.973945533,0.001135856
0.97623896,0.000989905
1.022466217,0.001322273
1.104927733,0.001524825
1.088810112,0.001693986
1.206958519,0.001299553
1.203443559,0.001148614
1.411633519,0.001501557
1.453285675,0.001353821
1.550110573,0.001497033
1.533478021,0.00170004
1.616841115,0.00126612
1.643600264,0.001493814
1.665839475,0.001826701
1.653348703,0.001639891
1.712578128,0.002150893
1.842736826,0.00192607
1.911834007,0.001741538
1.906496873,0.001604798
2.064385613,0.001955137
2.109259137,0.001681406
2.09662365,0.002321564
2.087823873,0.002655562
2.119489356,0.002848629
2.258380915,0.0019741
2.26291815,0.001778857
2.23625157,0.001601364
2.430503552,0.001846178
2.406525064,0.001571067
2.4087902,0.001454958
2.522320371,0.002262897
2.514798242,0.002611214
2.666406105,0.001981899
2.738516034,0.00222392
2.743472572,0.00253075
2.916749562,0.002112853
2.874836819,0.001854104
3.098005532,0.002382593
3.166673569,0.002662742
3.208751444,0.002156902
3.418165417,0.00244704
3.367097523,0.002897759
3.591798411,0.0026497
3.674589434,0.002348733
3.679817168,0.001983723
3.855601329,0.002868194
4.09488438,0.003210467
4.060358378,0.003523351
3.988423144,0.003909228
4.352292107,0.002729259
4.641471885,0.003138171
4.615763362,0.003655078
4.601573296,0.004065402
4.810515485,0.002892623
5.02923621,0.003163499
4.961274395,0.002718599
5.206104311,0.003693883
5.329001046,0.00407791
5.651211874,0.003319527
5.612591704,0.00285335
5.925627391,0.003935306
6.042376606,0.004305865
6.118864643,0.00482625
6.306417979,0.003608382
6.485726387,0.004259401
6.623857123,0.005362458
6.637164885,0.004790212
7.159834572,0.00580478
7.421098228,0.00670816
7.442073227,0.005120545
7.543968531,0.00774465
7.705691746,0.004810675
7.812178982,0.008592033
7.88957353,0.005962248
8.027049677,0.00699153
8.35506923,0.009745432
8.021297921,0.005079688
8.511987588,0.011218676
8.351925626,0.008261671
8.396043916,0.007399183
8.434045036,0.006769254
8.7574843,0.012422546
9.034205269,0.014547985
8.810373494,0.010392267
9.241174168,0.017401031
9.404224089,0.020551252
9.614155175,0.023861977
9.694081952,0.029322469
9.694081952,0.026362655
0.199646222,0.030028001
9.703874467,0.031376843
0.199646222,0.030970573
1.155215973,0.001311199
1.241637378,0.001484107
1.287243105,0.001842797
1.350667043,0.001507645
1.383541425,0.001759739
