10.3122268,1,1,1
10.31222677,0.000122966,9.55E-05,10466.48828
10.29571923,0.000116774,9.07E-05,11021.50577
10.30500472,0.000112021,8.70E-05,11489.15982
10.31222677,0.000102563,7.97E-05,12548.55951
10.27095793,9.75E-05,7.58E-05,13200.63744
10.52785647,9.27E-05,7.21E-05,13877.30138
10.69190012,8.93E-05,6.93E-05,14420.27601
10.5814266,8.48E-05,6.59E-05,15170.73629
10.35143217,8.14E-05,6.33E-05,15803.33034
11.29517555,9.22E-05,7.17E-05,13953.38797
11.63282971,9.67E-05,7.51E-05,13311.32077
12.06615255,0.000100459,7.81E-05,12811.45928
12.04139125,0.000102723,7.98E-05,12529.02674
12.89565628,9.73E-05,7.56E-05,13222.04111
13.77645128,9.66E-05,7.51E-05,13324.12412
14.44571399,0.000101157,7.86E-05,12723.03468
15.13345924,0.00010212,7.93E-05,12603.02075
15.62187598,9.80E-05,7.62E-05,13128.94185
16.077484,9.37E-05,7.28E-05,13730.22005
16.90698772,9.14E-05,7.10E-05,14088.48738
17.7241108,8.85E-05,6.87E-05,14548.33722
18.54123387,8.74E-05,6.79E-05,14720.68397
19.35835694,8.64E-05,6.72E-05,14888.23956
20.17548001,8.49E-05,6.60E-05,15159.37698
20.91831917,8.50E-05,6.60E-05,15148.17469
21.28973875,8.91E-05,6.92E-05,14452.14226
21.55503845,9.37E-05,7.28E-05,13739.73829
21.71421827,9.76E-05,7.58E-05,13183.96194
21.8627861,0.000101765,7.91E-05,12647.01881
22.08829084,0.000106507,8.28E-05,12083.9276
22.21828769,0.000111113,8.63E-05,11582.96652
22.62684923,0.00011565,8.99E-05,11128.55854
23.40683034,0.000114806,8.92E-05,11210.3872
23.98518369,0.000110059,8.55E-05,11693.92263
24.18681146,0.000106085,8.24E-05,12131.94375
24.44680516,0.000101777,7.91E-05,12645.49908
24.66965691,9.80E-05,7.61E-05,13137.04338
24.89250866,9.35E-05,7.27E-05,13760.92582
25.30107019,9.11E-05,7.08E-05,14127.32692
26.11819326,9.07E-05,7.05E-05,14183.61758
26.86103242,8.86E-05,6.89E-05,14520.1797
27.13694411,8.49E-05,6.59E-05,15166.99706
27.67815549,8.21E-05,6.38E-05,15678.94092
27.78958137,7.91E-05,6.15E-05,16261.84672
28.43956563,8.36E-05,6.50E-05,15388.45553
28.71813031,8.76E-05,6.81E-05,14689.83896
28.91312559,9.16E-05,7.11E-05,14056.47142
29.1390725,9.59E-05,7.45E-05,13418.75078
29.35484959,0.000101014,7.85E-05,12740.98706
29.49811143,0.000104936,8.15E-05,12264.85141
29.6095373,0.000108515,8.43E-05,11860.35729
29.97476655,0.000113252,8.80E-05,11364.20269
30.12952471,0.000114017,8.86E-05,11287.98244
30.87236387,0.000109628,8.52E-05,11739.91879
31.61520302,0.000107185,8.33E-05,12007.4705
32.43232609,0.000107448,8.35E-05,11978.12243
33.24944917,0.000107958,8.39E-05,11921.46453
34.06657224,0.00011016,8.56E-05,11683.19629
34.77226944,0.000113348,8.81E-05,11354.64709
35.47796664,0.000115898,9.01E-05,11104.75502
