0.033694503,0.002474245,0.001922456
0.034938728,0.00224295,0.001742743
0.036228898,0.002017985,0.001567948
0.037566709,0.001829343,0.001421376
0.038953921,0.001621198,0.00125965
0.040392359,0.001415206,0.001099597
0.041883913,0.001207723,0.000938385
0.041883913,0.001302429,0.00101197
0.043430545,0.001162984,0.000903624
0.043930088,0.001133878,0.000881009
0.04537326,0.001092677,0.000848996
0.046863842,0.001051498,0.000817
0.047462737,0.001009522,0.000784386
0.048796118,0.000960808,0.000746536
0.050749445,0.000916768,0.000712317
0.053504868,0.000873994,0.000679082
0.056132734,0.000832003,0.000646455
0.05923968,0.000799013,0.000620823
0.062687224,0.00076767,0.00059647
0.0629047,0.000733314,0.000569776
0.065154818,0.000703825,0.000546863
0.069070524,0.000680473,0.000528718
0.071532019,0.000655747,0.000509507
0.073832221,0.000631432,0.000490615
0.07952682,0.000608673,0.000472931
0.085910968,0.0005849,0.00045446
0.091015697,0.000561332,0.000436147
0.100573462,0.000544729,0.000423247
0.119979478,0.000551646,0.000428622
0.13148646,0.000579364,0.000450158
0.13664471,0.000602286,0.000467969
0.142772402,0.000629065,0.000488776
0.150038419,0.000656298,0.000509935
0.158129929,0.000682814,0.000530538
0.180684307,0.000699663,0.000543629
0.2158385,0.000702665,0.000545962
0.257832342,0.000702773,0.000546045
0.307996565,0.000702773,0.000546045
0.367920809,0.000702773,0.000546045
0.439503999,0.000702773,0.000546045
0.525014514,0.000702773,0.000546045
0.627162076,0.000702773,0.000546045
0.749183611,0.000702773,0.000546045
0.894945828,0.000702773,0.000546045
1.069067746,0.000702773,0.000546045
1.277067069,0.000702773,0.000546045
1.525535033,0.000702773,0.000546045
1.822345274,0.000702773,0.000546045
2.176903332,0.000702773,0.000546045
2.600444704,0.000702773,0.000546045
3.10639088,0.000702773,0.000546045
3.710774656,0.000702773,0.000546045
4.361683099,0.000702923,0.000546162
10,0.000702923,0.000546162
10,1,1
